type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
impedance,[2.0090e+03 2.0000e+00 1.3000e+01 1.9000e+01 3.0000e+00 5.2109e+01],24,B0025,0,4000,04000.csv,,0.05064225689246009,0.10592230651613348
charge,[2.0090e+03 2.0000e+00 1.3000e+01 1.9000e+01 3.5000e+01 3.5093e+01],24,B0025,1,4001,04001.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.3000e+01 2.2000e+01 4.0000e+01 4.5046e+01],24,B0025,2,4002,04002.csv,,0.05049806868976536,0.07744323134663625
discharge,[2.0090e+03 2.0000e+00 1.3000e+01 2.3000e+01 1.2000e+01 2.8078e+01],24,B0025,3,4003,04003.csv,1.847011162956716,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.0000e+00 2.0000e+00 2.3062e+01],24,B0025,4,4004,04004.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 4.0000e+00 3.0000e+00 3.4578e+01],24,B0025,5,4005,04005.csv,1.8485654344528386,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 5.0000e+00 5.3000e+01 3.0656e+01],24,B0025,6,4006,04006.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 8.0000e+00 5.4000e+01 4.1468e+01],24,B0025,7,4007,04007.csv,1.847111177186175,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.0000e+01 4.4000e+01 1.1093e+01],24,B0025,8,4008,04008.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.3000e+01 4.5000e+01 2.3546e+01],24,B0025,9,4009,04009.csv,1.8489837601535537,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.5000e+01 3.4000e+01 3.5156e+01],24,B0025,10,4010,04010.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.8000e+01 3.5000e+01 4.0671e+01],24,B0025,11,4011,04011.csv,1.8370120718560439,,
impedance,[2.0090e+03 2.0000e+00 1.4000e+01 2.0000e+01 2.8000e+01 4.7968e+01],24,B0025,12,4012,04012.csv,,0.05049250288777564,0.08968889697268458
charge,[2.0090e+03 2.0000e+00 1.4000e+01 2.1000e+01 0.0000e+00 3.1546e+01],24,B0025,13,4013,04013.csv,,,
impedance,[2.009e+03 2.000e+00 1.500e+01 0.000e+00 5.000e+00 9.796e+00],24,B0025,14,4014,04014.csv,,0.04870785604053997,0.07363349920087561
discharge,[2.0090e+03 2.0000e+00 1.8000e+01 1.0000e+01 4.8000e+01 5.8156e+01],24,B0025,15,4015,04015.csv,1.817549211247137,,
impedance,[2.009e+03 2.000e+00 1.800e+01 1.200e+01 4.100e+01 9.765e+00],24,B0025,16,4016,04016.csv,,0.04862113536419417,0.08572662250786982
charge,[2.009e+03 2.000e+00 1.800e+01 1.300e+01 1.200e+01 5.364e+01],24,B0025,17,4017,04017.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.8000e+01 1.6000e+01 1.7000e+01 2.3281e+01],24,B0025,18,4018,04018.csv,,0.04828042597969788,0.0721569924368534
discharge,[2.009e+03 2.000e+00 1.800e+01 1.600e+01 4.900e+01 7.390e+00],24,B0025,19,4019,04019.csv,1.839863822522073,,
charge,[2.0090e+03 2.0000e+00 1.8000e+01 1.8000e+01 3.8000e+01 2.2812e+01],24,B0025,20,4020,04020.csv,,,
charge,[2.009e+03 2.000e+00 1.800e+01 2.200e+01 2.000e+01 1.140e+00],24,B0025,21,4021,04021.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.9000e+01 0.0000e+00 5.2000e+01 4.9687e+01],24,B0025,22,4022,04022.csv,1.8430595619731431,,
charge,[2.009e+03 2.000e+00 1.900e+01 2.000e+00 4.100e+01 5.214e+01],24,B0025,23,4023,04023.csv,,,
discharge,[2.009e+03 2.000e+00 1.900e+01 5.000e+00 3.800e+01 5.714e+01],24,B0025,24,4024,04024.csv,1.8401871729536057,,
charge,[2.0090e+03 2.0000e+00 1.9000e+01 7.0000e+00 2.7000e+01 4.8015e+01],24,B0025,25,4025,04025.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.9000e+01 1.0000e+01 2.5000e+01 1.5218e+01],24,B0025,26,4026,04026.csv,1.8281265632888257,,
impedance,[2.009e+03 2.000e+00 1.900e+01 1.200e+01 1.800e+01 4.484e+00],24,B0025,27,4027,04027.csv,,0.04837169138841439,0.0796912200200623
charge,[2.0090e+03 2.0000e+00 1.9000e+01 1.2000e+01 4.9000e+01 4.8921e+01],24,B0025,28,4028,04028.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.9000e+01 1.5000e+01 5.0000e+01 5.9703e+01],24,B0025,29,4029,04029.csv,,0.048783947573537365,0.07116933387013606
discharge,[2.0090e+03 2.0000e+00 2.0000e+01 9.0000e+00 4.4000e+01 2.6828e+01],24,B0025,30,4030,04030.csv,1.8253563336445804,,
impedance,[2.009e+03 2.000e+00 2.000e+01 1.100e+01 3.700e+01 5.620e-01],24,B0025,31,4031,04031.csv,,0.047978749761169254,0.08058896691232123
charge,[2.0090e+03 2.0000e+00 2.0000e+01 1.2000e+01 8.0000e+00 4.4968e+01],24,B0025,32,4032,04032.csv,,,
impedance,[2.0090e+03 2.0000e+00 2.0000e+01 1.5000e+01 1.1000e+01 4.1671e+01],24,B0025,33,4033,04033.csv,,0.04761134038978747,0.07008007271526831
discharge,[2.009e+03 2.000e+00 2.000e+01 1.500e+01 4.300e+01 2.614e+01],24,B0025,34,4034,04034.csv,1.8214180552626154,,
charge,[2.0090e+03 2.0000e+00 2.0000e+01 1.7000e+01 3.2000e+01 1.0968e+01],24,B0025,35,4035,04035.csv,,,
