type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
discharge,[2009.       6.      19.      17.      18.      16.015],24,B0034,0,1805,01805.csv,0.7459302957645664,,
impedance,[2009.       6.      19.      17.      54.      12.968],24,B0034,1,1806,01806.csv,,0.12557395008126016,0.15780591351992612
charge,[2009.      6.     19.     18.     25.     58.64],24,B0034,2,1807,01807.csv,,,
impedance,[2009.       6.      19.      21.      31.       7.671],24,B0034,3,1808,01808.csv,,0.12403017029761343,0.151331100257049
discharge,[2.0090e+03 6.0000e+00 1.9000e+01 2.2000e+01 2.0000e+00 5.0609e+01],24,B0034,4,1809,01809.csv,1.6623217152845853,,
charge,[2009.       6.      19.      22.      58.      30.843],24,B0034,5,1810,01810.csv,,,
discharge,[2.009e+03 6.000e+00 2.000e+01 1.000e+00 5.900e+01 3.975e+01],24,B0034,6,1811,01811.csv,1.645087369694532,,
charge,[2.0090e+03 6.0000e+00 2.0000e+01 2.0000e+00 5.5000e+01 2.5265e+01],24,B0034,7,1812,01812.csv,,,
discharge,[2009.       6.      20.       5.      55.      38.984],24,B0034,8,1813,01813.csv,1.620729289277574,,
charge,[2009.       6.      20.       6.      51.      23.171],24,B0034,9,1814,01814.csv,,,
discharge,[2009.       6.      20.       9.      50.      35.156],24,B0034,10,1815,01815.csv,1.5967402025126005,,
charge,[2009.       6.      20.      10.      46.       8.984],24,B0034,11,1816,01816.csv,,,
discharge,[2009.       6.      20.      13.      47.      19.156],24,B0034,12,1817,01817.csv,1.4856500618812698,,
impedance,[2009.       6.      20.      14.      46.      42.328],24,B0034,13,1818,01818.csv,,0.12084426981513624,0.14616348271902685
charge,[2009.       6.      20.      15.      18.      25.765],24,B0034,14,1819,01819.csv,,,
impedance,[2009.       6.      20.      18.      23.      38.703],24,B0034,15,1820,01820.csv,,0.120380461449601,0.14609810226440045
discharge,[2009.       6.      20.      18.      55.      22.281],24,B0034,16,1821,01821.csv,1.4866702197497013,,
charge,[2009.       6.      20.      19.      50.      37.765],24,B0034,17,1822,01822.csv,,,
discharge,[2009.       6.      20.      22.      51.      49.984],24,B0034,18,1823,01823.csv,1.4701330958405268,,
charge,[2009.       6.      20.      23.      47.       6.421],24,B0034,19,1824,01824.csv,,,
discharge,[2.0090e+03 6.0000e+00 2.1000e+01 2.0000e+00 4.8000e+01 2.0078e+01],24,B0034,20,1825,01825.csv,1.4565041801019636,,
charge,[2009.       6.      21.       3.      43.      37.421],24,B0034,21,1826,01826.csv,,,
discharge,[2009.       6.      21.       6.      44.      49.843],24,B0034,22,1827,01827.csv,1.4418961035576472,,
charge,[2.009e+03 6.000e+00 2.100e+01 7.000e+00 4.000e+01 1.625e+00],24,B0034,23,1828,01828.csv,,,
discharge,[2009.       6.      21.      10.      41.      15.046],24,B0034,24,1829,01829.csv,1.4370949588970292,,
impedance,[2009.       6.      21.      11.      40.      22.859],24,B0034,25,1830,01830.csv,,0.11965777417683612,0.14349897177995793
charge,[2009.       6.      21.      12.      12.       7.046],24,B0034,26,1831,01831.csv,,,
impedance,[2009.       6.      21.      15.      17.      21.453],24,B0034,27,1832,01832.csv,,0.12057655358877217,0.1431788177780116
discharge,[2009.       6.      21.      15.      49.       5.796],24,B0034,28,1833,01833.csv,1.4458703624967404,,
charge,[2009.       6.      21.      16.      44.      12.312],24,B0034,29,1834,01834.csv,,,
discharge,[2009.       6.      21.      19.      45.      24.468],24,B0034,30,1835,01835.csv,1.4321040545618373,,
charge,[2009.       6.      21.      20.      40.      28.906],24,B0034,31,1836,01836.csv,,,
discharge,[2009.       6.      21.      23.      41.      43.609],24,B0034,32,1837,01837.csv,1.426720633302465,,
charge,[2009.       6.      22.       0.      36.      42.578],24,B0034,33,1838,01838.csv,,,
discharge,[2009.       6.      22.       3.      37.      57.218],24,B0034,34,1839,01839.csv,1.4230846885129826,,
charge,[2009.      6.     22.      4.     32.     51.75],24,B0034,35,1840,01840.csv,,,
discharge,[2009.       6.      22.       7.      34.       6.234],24,B0034,36,1841,01841.csv,1.4409479522418907,,
impedance,[2009.       6.      22.       8.      33.       4.921],24,B0034,37,1842,01842.csv,,0.12018997357050355,0.14220471849481675
charge,[2009.       6.      22.       9.       4.      49.718],24,B0034,38,1843,01843.csv,,,
impedance,[2009.       6.      22.      12.      10.       3.484],24,B0034,39,1844,01844.csv,,0.12105054497689474,0.14193482357582785
discharge,[2009.       6.      22.      12.      41.      48.359],24,B0034,40,1845,01845.csv,1.486901544051865,,
charge,[2009.       6.      22.      13.      36.      56.609],24,B0034,41,1846,01846.csv,,,
discharge,[2009.       6.      22.      16.      38.      13.281],24,B0034,42,1847,01847.csv,1.5245313226850703,,
charge,[2009.       6.      22.      17.      33.      30.843],24,B0034,43,1848,01848.csv,,,
discharge,[2009.       6.      22.      20.      34.      46.062],24,B0034,44,1849,01849.csv,1.4629049605190707,,
charge,[2009.       6.      22.      21.      29.      47.796],24,B0034,45,1850,01850.csv,,,
discharge,[2009.       6.      23.       0.      31.       3.375],24,B0034,46,1851,01851.csv,1.4230794508549893,,
charge,[2.0090e+03 6.0000e+00 2.3000e+01 1.0000e+00 2.5000e+01 5.0515e+01],24,B0034,47,1852,01852.csv,,,
discharge,[2009.       6.      23.       4.      27.       4.484],24,B0034,48,1853,01853.csv,1.4051040863603435,,
impedance,[2009.       6.      23.       5.      25.      42.796],24,B0034,49,1854,01854.csv,,0.11967878004753321,0.142066857174274
charge,[2009.       6.      23.       5.      57.      28.093],24,B0034,50,1855,01855.csv,,,
impedance,[2.0090e+03 6.0000e+00 2.3000e+01 9.0000e+00 2.0000e+00 1.7546e+01],24,B0034,51,1856,01856.csv,,0.12078755361712225,0.14207793352200573
discharge,[2009.       6.      26.      15.      29.      34.968],24,B0034,52,1857,01857.csv,1.6329463925070862,,
impedance,[2009.       6.      26.      16.      28.      44.296],24,B0034,53,1858,01858.csv,,0.12307440664540831,0.1416977897960522
charge,[2009.       6.      26.      17.       0.      29.625],24,B0034,54,1859,01859.csv,,,
impedance,[2009.       6.      26.      20.       0.      38.765],24,B0034,55,1860,01860.csv,,0.1231860471342966,0.14351656468766227
discharge,[2009.       6.      26.      20.      32.      24.265],24,B0034,56,1861,01861.csv,1.5687138208259117,,
charge,[2.009e+03 6.000e+00 2.600e+01 2.100e+01 2.800e+01 1.531e+00],24,B0034,57,1862,01862.csv,,,
discharge,[2009.       6.      27.       0.      28.      29.453],24,B0034,58,1863,01863.csv,1.5149520966053402,,
charge,[2.0090e+03 6.0000e+00 2.7000e+01 1.0000e+00 2.3000e+01 5.9218e+01],24,B0034,59,1864,01864.csv,,,
discharge,[2009.       6.      27.       4.      25.      16.218],24,B0034,60,1865,01865.csv,1.4855182940634626,,
charge,[2009.       6.      27.       5.      20.      35.984],24,B0034,61,1866,01866.csv,,,
discharge,[2009.       6.      27.       8.      21.      51.234],24,B0034,62,1867,01867.csv,1.480771929049074,,
charge,[2009.      6.     27.      9.     17.      4.25],24,B0034,63,1868,01868.csv,,,
discharge,[2009.     6.    27.    12.    18.    20.5],24,B0034,64,1869,01869.csv,1.484026357317059,,
impedance,[2009.       6.      27.      13.      17.      23.515],24,B0034,65,1870,01870.csv,,0.12115700368854512,0.14158362729482973
charge,[2009.       6.      27.      13.      49.       9.515],24,B0034,66,1871,01871.csv,,,
impedance,[2009.       6.      27.      16.      54.      26.703],24,B0034,67,1872,01872.csv,,0.1220873226956666,0.14161127232970974
discharge,[2009.       6.      27.      17.      26.      12.718],24,B0034,68,1873,01873.csv,1.4922153055506522,,
charge,[2009.       6.      27.      18.      21.      18.234],24,B0034,69,1874,01874.csv,,,
discharge,[2009.       6.      27.      21.      22.      21.781],24,B0034,70,1875,01875.csv,1.473312924099279,,
charge,[2009.       6.      27.      22.      17.      17.406],24,B0034,71,1876,01876.csv,,,
discharge,[2.0090e+03 6.0000e+00 2.8000e+01 1.0000e+00 1.8000e+01 3.4656e+01],24,B0034,72,1877,01877.csv,1.441593178980006,,
charge,[2.0090e+03 6.0000e+00 2.8000e+01 2.0000e+00 1.3000e+01 3.0812e+01],24,B0034,73,1878,01878.csv,,,
discharge,[2009.      6.     28.      5.     14.     48.25],24,B0034,74,1879,01879.csv,1.4225873198015788,,
charge,[2009.       6.      28.       6.       9.      35.093],24,B0034,75,1880,01880.csv,,,
discharge,[2009.       6.      28.       9.      10.      46.125],24,B0034,76,1881,01881.csv,1.4266489379486664,,
impedance,[2009.       6.      28.      10.       9.      20.734],24,B0034,77,1882,01882.csv,,0.12074081045247792,0.14220981139271427
charge,[2009.       6.      28.      10.      41.       7.187],24,B0034,78,1883,01883.csv,,,
impedance,[2009.       6.      28.      13.      46.      26.406],24,B0034,79,1884,01884.csv,,0.12133518752790637,0.1421662524982832
discharge,[2009.       6.      28.      14.      18.      12.906],24,B0034,80,1885,01885.csv,1.4596775560238577,,
charge,[2009.       6.      28.      15.      12.      50.796],24,B0034,81,1886,01886.csv,,,
discharge,[2009.       6.      28.      18.      13.      23.984],24,B0034,82,1887,01887.csv,1.4396159938545154,,
charge,[2.009e+03 6.000e+00 2.800e+01 1.900e+01 8.000e+00 6.710e-01],24,B0034,83,1888,01888.csv,,,
discharge,[2009.       6.      28.      22.       7.      58.453],24,B0034,84,1889,01889.csv,1.4195512657848512,,
charge,[2.0090e+03 6.0000e+00 2.8000e+01 2.3000e+01 2.0000e+00 2.7281e+01],24,B0034,85,1890,01890.csv,,,
discharge,[2.009e+03 6.000e+00 2.900e+01 2.000e+00 3.000e+00 4.614e+01],24,B0034,86,1891,01891.csv,1.4118101714470452,,
charge,[2.0090e+03 6.0000e+00 2.9000e+01 2.0000e+00 5.8000e+01 1.3109e+01],24,B0034,87,1892,01892.csv,,,
discharge,[2009.       6.      29.       5.      59.      12.218],24,B0034,88,1893,01893.csv,1.4044196701845313,,
impedance,[2009.       6.      29.       6.      57.      31.187],24,B0034,89,1894,01894.csv,,0.121864842218067,0.14334201731598456
charge,[2009.      6.     29.      7.     29.     18.39],24,B0034,90,1895,01895.csv,,,
impedance,[2009.       6.      29.      10.      34.      40.796],24,B0034,91,1896,01896.csv,,0.12221258919096821,0.1405649119516749
discharge,[2009.       6.      29.      11.       6.      27.906],24,B0034,92,1897,01897.csv,1.4735059098606866,,
charge,[2.009e+03 6.000e+00 2.900e+01 1.200e+01 1.000e+00 7.828e+00],24,B0034,93,1898,01898.csv,,,
