type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01],24,B0006,0,4505,04505.csv,,,
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],24,B0006,1,4506,04506.csv,2.035337591005598,,
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.6000e+01 3.7000e+01 5.1984e+01],24,B0006,2,4507,04507.csv,,,
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01],24,B0006,3,4508,04508.csv,2.0251402460314116,,
charge,[2.0080e+03 4.0000e+00 2.0000e+00 2.0000e+01 5.5000e+01 4.0812e+01],24,B0006,4,4509,04509.csv,,,
discharge,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00],24,B0006,5,4510,04510.csv,2.013326371345464,,
charge,[2.0080e+03 4.0000e+00 3.0000e+00 1.0000e+00 1.2000e+01 3.8671e+01],24,B0006,6,4511,04511.csv,,,
discharge,[2008.       4.       3.       4.      16.      37.375],24,B0006,7,4512,04512.csv,2.0132846655407413,,
charge,[2008.       4.       3.       5.      27.      49.125],24,B0006,8,4513,04513.csv,,,
discharge,[2008.       4.       3.       8.      33.      25.703],24,B0006,9,4514,04514.csv,2.000528337624771,,
charge,[2008.       4.       3.       9.      44.      35.078],24,B0006,10,4515,04515.csv,,,
discharge,[2008.       4.       3.      12.      55.      10.687],24,B0006,11,4516,04516.csv,2.0138990759931645,,
charge,[2008.       4.       3.      14.       6.      43.234],24,B0006,12,4517,04517.csv,,,
discharge,[2008.       4.       3.      17.      17.      16.015],24,B0006,13,4518,04518.csv,2.013101105626967,,
charge,[2008.       4.       3.      18.      28.      47.125],24,B0006,14,4519,04519.csv,,,
discharge,[2008.       4.       3.      21.      28.      14.718],24,B0006,15,4520,04520.csv,1.9687898262728398,,
charge,[2008.       4.       3.      22.      38.      27.453],24,B0006,16,4521,04521.csv,,,
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01],24,B0006,17,4522,04522.csv,1.9681661764334244,,
charge,[2.008e+03 4.000e+00 4.000e+00 2.000e+00 4.800e+01 6.156e+00],24,B0006,18,4523,04523.csv,,,
discharge,[2008.       4.       4.       5.      48.       8.609],24,B0006,19,4524,04524.csv,1.9572307917560536,,
charge,[2.008e+03 4.000e+00 4.000e+00 6.000e+00 5.800e+01 2.960e-01],24,B0006,20,4525,04525.csv,,,
discharge,[2008.       4.       4.       9.      57.      19.765],24,B0006,21,4526,04526.csv,1.9455991514129352,,
charge,[2008.       4.       4.      11.       6.      50.375],24,B0006,22,4527,04527.csv,,,
charge,[2008.       4.       4.      15.       5.      59.906],24,B0006,23,4528,04528.csv,,,
discharge,[2008.       4.       4.      17.      56.      27.609],24,B0006,24,4529,04529.csv,1.9347505044841131,,
charge,[2008.       4.       4.      19.       5.      19.234],24,B0006,25,4530,04530.csv,,,
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,B0006,26,4531,04531.csv,1.9232799539368028,,
charge,[2008.       4.       4.      23.      10.      25.421],24,B0006,27,4532,04532.csv,,,
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,B0006,28,4533,04533.csv,1.911889930948487,,
charge,[2008.       4.       5.       3.      28.      57.234],24,B0006,29,4534,04534.csv,,,
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,B0006,30,4535,04535.csv,1.9010667141979305,,
charge,[2008.       4.       5.       7.      33.      12.734],24,B0006,31,4536,04536.csv,,,
discharge,[2008.       4.       5.      10.      30.      32.312],24,B0006,32,4537,04537.csv,1.8891989948061458,,
charge,[2008.      4.      5.     11.     38.     22.14],24,B0006,33,4538,04538.csv,,,
discharge,[2008.       4.       5.      14.      34.      41.468],24,B0006,34,4539,04539.csv,1.878278372248849,,
charge,[2008.       4.       5.      15.      42.      11.531],24,B0006,35,4540,04540.csv,,,
discharge,[2008.       4.       5.      18.      39.      25.218],24,B0006,36,4541,04541.csv,1.8675697161520206,,
charge,[2008.       4.       5.      19.      46.      36.125],24,B0006,37,4542,04542.csv,,,
discharge,[2008.       4.       5.      22.      46.      35.484],24,B0006,38,4543,04543.csv,1.8675892574453767,,
charge,[2008.      4.     18.     17.     34.     22.89],24,B0006,39,4544,04544.csv,,,
impedance,[2008.       4.      18.      20.      55.      29.859],24,B0006,40,4545,04545.csv,,0.06123359021000344,0.0785415394665875
discharge,[2008.       4.      18.      21.      10.      19.796],24,B0006,41,4546,04546.csv,1.979626548250818,,
impedance,[2008.       4.      18.      22.      39.      16.312],24,B0006,42,4547,04547.csv,,0.06561684946388616,0.0886832084583472
charge,[2008.       4.      18.      22.      53.      58.343],24,B0006,43,4548,04548.csv,,,
impedance,[2.0080e+03 4.0000e+00 1.9000e+01 2.0000e+00 1.4000e+01 2.7015e+01],24,B0006,44,4549,04549.csv,,0.06062991544979002,0.07802409378290423
discharge,[2008    4   19    2   29    9],24,B0006,45,4550,04550.csv,1.9575499080884022,,
impedance,[2008.       4.      19.       3.      57.      24.187],24,B0006,46,4551,04551.csv,,0.0626250732462495,0.08533725531470857
charge,[2008.       4.      19.       4.      12.       6.343],24,B0006,47,4552,04552.csv,,,
impedance,[2008.       4.      19.       7.      32.      33.656],24,B0006,48,4553,04553.csv,,0.0608598716542857,0.07840240203025303
discharge,[2008.       4.      19.       7.      47.      15.703],24,B0006,49,4554,04554.csv,1.9458150170787551,,
impedance,[2008.       4.      19.       9.      15.      10.453],24,B0006,50,4555,04555.csv,,0.062249571082343746,0.08440849663820382
charge,[2008.       4.      19.       9.      29.      52.703],24,B0006,51,4556,04556.csv,,,
impedance,[2.008e+03 4.000e+00 1.900e+01 1.200e+01 4.700e+01 4.210e-01],24,B0006,52,4557,04557.csv,,0.06006450818180178,0.07807093382204865
discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,B0006,53,4558,04558.csv,1.9242461121680094,,
impedance,[2008.       4.      19.      14.      28.      58.984],24,B0006,54,4559,04559.csv,,0.062201023860373954,0.08437084638397113
charge,[2008.       4.      19.      14.      43.      41.265],24,B0006,55,4560,04560.csv,,,
impedance,[2008.       4.      19.      18.      12.      47.531],24,B0006,56,4561,04561.csv,,0.05913130853407464,0.07795570757873038
discharge,[2008.       4.      19.      18.      27.      29.828],24,B0006,57,4562,04562.csv,1.9459811331421641,,
impedance,[2008.       4.      19.      19.      55.       5.296],24,B0006,58,4563,04563.csv,,0.06207350175489952,0.0838418603746595
charge,[2008.      4.     19.     20.      9.     47.75],24,B0006,59,4564,04564.csv,,,
impedance,[2008.       4.      19.      23.      27.      13.343],24,B0006,60,4565,04565.csv,,0.06059698754511872,0.07938182566133384
discharge,[2008.       4.      19.      23.      41.      55.687],24,B0006,61,4566,04566.csv,1.901407930553079,,
impedance,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 8.0000e+00 1.1406e+01],24,B0006,62,4567,04567.csv,,0.06200595535926761,0.08243346882486241
charge,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 2.2000e+01 5.3953e+01],24,B0006,63,4568,04568.csv,,,
impedance,[2008.       4.      20.       4.      39.      59.296],24,B0006,64,4569,04569.csv,,0.0604355089729667,0.07949409294266127
discharge,[2008.       4.      20.       4.      54.      41.734],24,B0006,65,4570,04570.csv,1.878674213680085,,
impedance,[2008.       4.      20.       6.      20.      57.125],24,B0006,66,4571,04571.csv,,0.06251817310661875,0.08413790663872997
charge,[2008.       4.      20.       6.      35.      39.765],24,B0006,67,4572,04572.csv,,,
