type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01],24,B0005,0,5121,05121.csv,,,
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],24,B0005,1,5122,05122.csv,1.8564874208181574,,
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.6000e+01 3.7000e+01 5.1984e+01],24,B0005,2,5123,05123.csv,,,
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01],24,B0005,3,5124,05124.csv,1.846327249719927,,
charge,[2.0080e+03 4.0000e+00 2.0000e+00 2.0000e+01 5.5000e+01 4.0812e+01],24,B0005,4,5125,05125.csv,,,
discharge,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00],24,B0005,5,5126,05126.csv,1.8353491942234077,,
charge,[2.0080e+03 4.0000e+00 3.0000e+00 1.0000e+00 1.2000e+01 3.8671e+01],24,B0005,6,5127,05127.csv,,,
discharge,[2008.       4.       3.       4.      16.      37.375],24,B0005,7,5128,05128.csv,1.8352625275821128,,
charge,[2008.       4.       3.       5.      27.      49.125],24,B0005,8,5129,05129.csv,,,
discharge,[2008.       4.       3.       8.      33.      25.703],24,B0005,9,5130,05130.csv,1.8346455082120419,,
charge,[2008.       4.       3.       9.      44.      35.078],24,B0005,10,5131,05131.csv,,,
discharge,[2008.       4.       3.      12.      55.      10.687],24,B0005,11,5132,05132.csv,1.8356616600675495,,
charge,[2008.       4.       3.      14.       6.      43.234],24,B0005,12,5133,05133.csv,,,
discharge,[2008.       4.       3.      17.      17.      16.015],24,B0005,13,5134,05134.csv,1.8351461429226603,,
charge,[2008.       4.       3.      18.      28.      47.125],24,B0005,14,5135,05135.csv,,,
discharge,[2008.       4.       3.      21.      28.      14.718],24,B0005,15,5136,05136.csv,1.8257567905665537,,
charge,[2008.       4.       3.      22.      38.      27.453],24,B0005,16,5137,05137.csv,,,
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01],24,B0005,17,5138,05138.csv,1.8247738529891333,,
charge,[2.008e+03 4.000e+00 4.000e+00 2.000e+00 4.800e+01 6.156e+00],24,B0005,18,5139,05139.csv,,,
discharge,[2008.       4.       4.       5.      48.       8.609],24,B0005,19,5140,05140.csv,1.824613268496936,,
charge,[2.008e+03 4.000e+00 4.000e+00 6.000e+00 5.800e+01 2.960e-01],24,B0005,20,5141,05141.csv,,,
discharge,[2008.       4.       4.       9.      57.      19.765],24,B0005,21,5142,05142.csv,1.8246195526864504,,
charge,[2008.       4.       4.      11.       6.      50.375],24,B0005,22,5143,05143.csv,,,
charge,[2008.       4.       4.      15.       5.      59.906],24,B0005,23,5144,05144.csv,,,
discharge,[2008.       4.       4.      17.      56.      27.609],24,B0005,24,5145,05145.csv,1.8142019357673917,,
charge,[2008.       4.       4.      19.       5.      19.234],24,B0005,25,5146,05146.csv,,,
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,B0005,26,5147,05147.csv,1.8137521577549054,,
charge,[2008.       4.       4.      23.      10.      25.421],24,B0005,27,5148,05148.csv,,,
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,B0005,28,5149,05149.csv,1.8134404914735822,,
charge,[2008.       4.       5.       3.      28.      57.234],24,B0005,29,5150,05150.csv,,,
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,B0005,30,5151,05151.csv,1.8025980036306504,,
charge,[2008.       4.       5.       7.      33.      12.734],24,B0005,31,5152,05152.csv,,,
discharge,[2008.       4.       5.      10.      30.      32.312],24,B0005,32,5153,05153.csv,1.80210690024615,,
charge,[2008.      4.      5.     11.     38.     22.14],24,B0005,33,5154,05154.csv,,,
discharge,[2008.       4.       5.      14.      34.      41.468],24,B0005,34,5155,05155.csv,1.802579500826209,,
charge,[2008.       4.       5.      15.      42.      11.531],24,B0005,35,5156,05156.csv,,,
discharge,[2008.       4.       5.      18.      39.      25.218],24,B0005,36,5157,05157.csv,1.8030683142834096,,
charge,[2008.       4.       5.      19.      46.      36.125],24,B0005,37,5158,05158.csv,,,
discharge,[2008.       4.       5.      22.      46.      35.484],24,B0005,38,5159,05159.csv,1.8027776247196041,,
charge,[2008.      4.     18.     17.     34.     22.89],24,B0005,39,5160,05160.csv,,,
impedance,[2008.       4.      18.      20.      55.      29.859],24,B0005,40,5161,05161.csv,,0.04466870036616091,0.06945627304536996
discharge,[2008.       4.      18.      21.      10.      19.796],24,B0005,41,5162,05162.csv,1.8470259949329193,,
impedance,[2008.       4.      18.      22.      39.      16.312],24,B0005,42,5163,05163.csv,,0.04668700162486933,0.07627474098530587
charge,[2008.       4.      18.      22.      53.      58.343],24,B0005,43,5164,05164.csv,,,
impedance,[2.0080e+03 4.0000e+00 1.9000e+01 2.0000e+00 1.4000e+01 2.7015e+01],24,B0005,44,5165,05165.csv,,0.044843430573346096,0.0679720560130687
discharge,[2008    4   19    2   29    9],24,B0005,45,5166,05166.csv,1.847417311283644,,
impedance,[2008.       4.      19.       3.      57.      24.187],24,B0005,46,5167,05167.csv,,0.04619468955099375,0.07453388918437964
charge,[2008.       4.      19.       4.      12.       6.343],24,B0005,47,5168,05168.csv,,,
impedance,[2008.       4.      19.       7.      32.      33.656],24,B0005,48,5169,05169.csv,,0.04510114851143001,0.06852832896000328
discharge,[2008.       4.      19.       7.      47.      15.703],24,B0005,49,5170,05170.csv,1.8361774213478947,,
impedance,[2008.       4.      19.       9.      15.      10.453],24,B0005,50,5171,05171.csv,,0.04599074473076839,0.07342664108773311
charge,[2008.       4.      19.       9.      29.      52.703],24,B0005,51,5172,05172.csv,,,
impedance,[2.008e+03 4.000e+00 1.900e+01 1.200e+01 4.700e+01 4.210e-01],24,B0005,52,5173,05173.csv,,0.044172075577171746,0.06804449516996176
discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,B0005,53,5174,05174.csv,1.8257807475776242,,
impedance,[2008.       4.      19.      14.      28.      58.984],24,B0005,54,5175,05175.csv,,0.0452171085992494,0.07464778408413367
charge,[2008.       4.      19.      14.      43.      41.265],24,B0005,55,5176,05176.csv,,,
impedance,[2008.       4.      19.      18.      12.      47.531],24,B0005,56,5177,05177.csv,,0.043786628196075913,0.06845021227072765
discharge,[2008.       4.      19.      18.      27.      29.828],24,B0005,57,5178,05178.csv,1.8251136435078368,,
impedance,[2008.       4.      19.      19.      55.       5.296],24,B0005,58,5179,05179.csv,,0.04490994541365791,0.07395687603254197
charge,[2008.      4.     19.     20.      9.     47.75],24,B0005,59,5180,05180.csv,,,
impedance,[2008.       4.      19.      23.      27.      13.343],24,B0005,60,5181,05181.csv,,0.04463932198878524,0.0683410113732366
discharge,[2008.       4.      19.      23.      41.      55.687],24,B0005,61,5182,05182.csv,1.8255815042203762,,
impedance,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 8.0000e+00 1.1406e+01],24,B0005,62,5183,05183.csv,,0.04717044086931744,0.07208112164479205
charge,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 2.2000e+01 5.3953e+01],24,B0005,63,5184,05184.csv,,,
impedance,[2008.       4.      20.       4.      39.      59.296],24,B0005,64,5185,05185.csv,,0.043558785775475374,0.06868237655872211
discharge,[2008.       4.      20.       4.      54.      41.734],24,B0005,65,5186,05186.csv,1.8140311275083907,,
impedance,[2008.       4.      20.       6.      20.      57.125],24,B0005,66,5187,05187.csv,,0.04648969708635643,0.07102909339339247
charge,[2008.       4.      20.       6.      35.      39.765],24,B0005,67,5188,05188.csv,,,
impedance,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+01 1.0000e+00 4.6156e+01],24,B0005,68,5189,05189.csv,,0.04526547818261783,0.0681437253042456
discharge,[2008.       4.      20.      10.      16.      28.859],24,B0005,69,5190,05190.csv,1.8147691941158939,,
impedance,[2008.       4.      20.      11.      42.      26.062],24,B0005,70,5191,05191.csv,,0.0463622366817154,0.07193029860543036
charge,[2008.       4.      20.      11.      57.       8.765],24,B0005,71,5192,05192.csv,,,
impedance,[2008.      4.     20.     15.     22.     22.64],24,B0005,72,5193,05193.csv,,0.044483715777434665,0.06782555719716843
discharge,[2008.       4.      20.      15.      37.       5.281],24,B0005,73,5194,05194.csv,1.813969388710352,,
impedance,[2.008e+03 4.000e+00 2.000e+01 1.700e+01 3.000e+00 1.140e+00],24,B0005,74,5195,05195.csv,,0.04482791300205649,0.07288826952758304
charge,[2008.       4.      20.      17.      17.      44.031],24,B0005,75,5196,05196.csv,,,
impedance,[2008.       4.      20.      20.      35.      56.187],24,B0005,76,5197,05197.csv,,0.04441416485910045,0.06885805241213436
discharge,[2008.       4.      20.      20.      50.      38.921],24,B0005,77,5198,05198.csv,1.802765665167823,,
impedance,[2008.       4.      20.      22.      16.      35.078],24,B0005,78,5199,05199.csv,,0.04466450679894579,0.0727868237536811
charge,[2008.       4.      20.      22.      31.      18.046],24,B0005,79,5200,05200.csv,,,
impedance,[2.0080e+03 4.0000e+00 2.1000e+01 2.0000e+00 0.0000e+00 1.9968e+01],24,B0005,80,5201,05201.csv,,0.04453544590029642,0.06779434699116274
