type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
discharge,[2009.       6.      19.      17.      18.      16.015],24,B0033,0,2413,02413.csv,0.06842572240601812,,
impedance,[2009.       6.      19.      17.      54.      12.968],24,B0033,1,2414,02414.csv,,0.10369425753447586,0.1418732466241537
charge,[2009.      6.     19.     18.     25.     58.64],24,B0033,2,2415,02415.csv,,,
impedance,[2009.       6.      19.      21.      31.       7.671],24,B0033,3,2416,02416.csv,,0.10298420089459744,0.13119351045101016
discharge,[2.0090e+03 6.0000e+00 1.9000e+01 2.2000e+01 2.0000e+00 5.0609e+01],24,B0033,4,2417,02417.csv,0.6895699007862814,,
charge,[2009.       6.      19.      22.      58.      30.843],24,B0033,5,2418,02418.csv,,,
discharge,[2.009e+03 6.000e+00 2.000e+01 1.000e+00 5.900e+01 3.975e+01],24,B0033,6,2419,02419.csv,1.1610848192311252,,
charge,[2.0090e+03 6.0000e+00 2.0000e+01 2.0000e+00 5.5000e+01 2.5265e+01],24,B0033,7,2420,02420.csv,,,
discharge,[2009.       6.      20.       5.      55.      38.984],24,B0033,8,2421,02421.csv,1.2529393053824995,,
charge,[2009.       6.      20.       6.      51.      23.171],24,B0033,9,2422,02422.csv,,,
discharge,[2009.       6.      20.       9.      50.      35.156],24,B0033,10,2423,02423.csv,1.302918002447558,,
charge,[2009.       6.      20.      10.      46.       8.984],24,B0033,11,2424,02424.csv,,,
discharge,[2009.       6.      20.      13.      47.      19.156],24,B0033,12,2425,02425.csv,1.3218773211472525,,
impedance,[2009.       6.      20.      14.      46.      42.328],24,B0033,13,2426,02426.csv,,0.11392818636432676,0.14086662205241793
charge,[2009.       6.      20.      15.      18.      25.765],24,B0033,14,2427,02427.csv,,,
impedance,[2009.       6.      20.      18.      23.      38.703],24,B0033,15,2428,02428.csv,,0.1127111810781862,0.13896284881528578
discharge,[2009.       6.      20.      18.      55.      22.281],24,B0033,16,2429,02429.csv,1.2884694418301417,,
charge,[2009.       6.      20.      19.      50.      37.765],24,B0033,17,2430,02430.csv,,,
discharge,[2009.       6.      20.      22.      51.      49.984],24,B0033,18,2431,02431.csv,1.713169326386719,,
charge,[2009.       6.      20.      23.      47.       6.421],24,B0033,19,2432,02432.csv,,,
discharge,[2.0090e+03 6.0000e+00 2.1000e+01 2.0000e+00 4.8000e+01 2.0078e+01],24,B0033,20,2433,02433.csv,1.6560966776720512,,
charge,[2009.       6.      21.       3.      43.      37.421],24,B0033,21,2434,02434.csv,,,
discharge,[2009.       6.      21.       6.      44.      49.843],24,B0033,22,2435,02435.csv,1.6197297341990775,,
charge,[2.009e+03 6.000e+00 2.100e+01 7.000e+00 4.000e+01 1.625e+00],24,B0033,23,2436,02436.csv,,,
discharge,[2009.       6.      21.      10.      41.      15.046],24,B0033,24,2437,02437.csv,1.604655812282729,,
impedance,[2009.       6.      21.      11.      40.      22.859],24,B0033,25,2438,02438.csv,,0.08831553447497067,0.11333902267721879
charge,[2009.       6.      21.      12.      12.       7.046],24,B0033,26,2439,02439.csv,,,
impedance,[2009.       6.      21.      15.      17.      21.453],24,B0033,27,2440,02440.csv,,0.08860344767715381,0.11319948246992284
discharge,[2009.       6.      21.      15.      49.       5.796],24,B0033,28,2441,02441.csv,1.6255699769029337,,
charge,[2009.       6.      21.      16.      44.      12.312],24,B0033,29,2442,02442.csv,,,
discharge,[2009.       6.      21.      19.      45.      24.468],24,B0033,30,2443,02443.csv,1.5900967306245992,,
charge,[2009.       6.      21.      20.      40.      28.906],24,B0033,31,2444,02444.csv,,,
discharge,[2009.       6.      21.      23.      41.      43.609],24,B0033,32,2445,02445.csv,1.5739402299623984,,
charge,[2009.       6.      22.       0.      36.      42.578],24,B0033,33,2446,02446.csv,,,
discharge,[2009.       6.      22.       3.      37.      57.218],24,B0033,34,2447,02447.csv,1.5711303351557309,,
charge,[2009.      6.     22.      4.     32.     51.75],24,B0033,35,2448,02448.csv,,,
discharge,[2009.       6.      22.       7.      34.       6.234],24,B0033,36,2449,02449.csv,1.5897706153457416,,
impedance,[2009.       6.      22.       8.      33.       4.921],24,B0033,37,2450,02450.csv,,0.07728829475356114,0.10026658085153334
charge,[2009.       6.      22.       9.       4.      49.718],24,B0033,38,2451,02451.csv,,,
impedance,[2009.       6.      22.      12.      10.       3.484],24,B0033,39,2452,02452.csv,,0.07813800801189155,0.0992161368025628
discharge,[2009.       6.      22.      12.      41.      48.359],24,B0033,40,2453,02453.csv,1.6257378771074,,
charge,[2009.       6.      22.      13.      36.      56.609],24,B0033,41,2454,02454.csv,,,
discharge,[2009.       6.      22.      16.      38.      13.281],24,B0033,42,2455,02455.csv,1.6523506333962537,,
charge,[2009.       6.      22.      17.      33.      30.843],24,B0033,43,2456,02456.csv,,,
discharge,[2009.       6.      22.      20.      34.      46.062],24,B0033,44,2457,02457.csv,1.6143816761595386,,
charge,[2009.       6.      22.      21.      29.      47.796],24,B0033,45,2458,02458.csv,,,
discharge,[2009.       6.      23.       0.      31.       3.375],24,B0033,46,2459,02459.csv,1.58697453394504,,
charge,[2.0090e+03 6.0000e+00 2.3000e+01 1.0000e+00 2.5000e+01 5.0515e+01],24,B0033,47,2460,02460.csv,,,
discharge,[2009.       6.      23.       4.      27.       4.484],24,B0033,48,2461,02461.csv,1.5818355572787333,,
impedance,[2009.       6.      23.       5.      25.      42.796],24,B0033,49,2462,02462.csv,,0.07591817272957815,0.10023628255297479
charge,[2009.       6.      23.       5.      57.      28.093],24,B0033,50,2463,02463.csv,,,
impedance,[2.0090e+03 6.0000e+00 2.3000e+01 9.0000e+00 2.0000e+00 1.7546e+01],24,B0033,51,2464,02464.csv,,0.07674714871329817,0.09869401759754139
discharge,[2009.       6.      26.      15.      29.      34.968],24,B0033,52,2465,02465.csv,1.6919769406371152,,
impedance,[2009.       6.      26.      16.      28.      44.296],24,B0033,53,2466,02466.csv,,0.07909409015271307,0.09825560004085176
charge,[2009.       6.      26.      17.       0.      29.625],24,B0033,54,2467,02467.csv,,,
impedance,[2009.       6.      26.      20.       0.      38.765],24,B0033,55,2468,02468.csv,,0.07795383619221115,0.09816001233597475
discharge,[2009.       6.      26.      20.      32.      24.265],24,B0033,56,2469,02469.csv,1.6879483800354476,,
charge,[2.009e+03 6.000e+00 2.600e+01 2.100e+01 2.800e+01 1.531e+00],24,B0033,57,2470,02470.csv,,,
discharge,[2009.       6.      27.       0.      28.      29.453],24,B0033,58,2471,02471.csv,1.6586223007531458,,
charge,[2.0090e+03 6.0000e+00 2.7000e+01 1.0000e+00 2.3000e+01 5.9218e+01],24,B0033,59,2472,02472.csv,,,
discharge,[2009.       6.      27.       4.      25.      16.218],24,B0033,60,2473,02473.csv,1.6420179032789863,,
charge,[2009.       6.      27.       5.      20.      35.984],24,B0033,61,2474,02474.csv,,,
discharge,[2009.       6.      27.       8.      21.      51.234],24,B0033,62,2475,02475.csv,1.6381810791118743,,
charge,[2009.      6.     27.      9.     17.      4.25],24,B0033,63,2476,02476.csv,,,
discharge,[2009.     6.    27.    12.    18.    20.5],24,B0033,64,2477,02477.csv,1.6422892507912386,,
impedance,[2009.       6.      27.      13.      17.      23.515],24,B0033,65,2478,02478.csv,,0.07590768772169944,0.0985037315687698
charge,[2009.       6.      27.      13.      49.       9.515],24,B0033,66,2479,02479.csv,,,
impedance,[2009.       6.      27.      16.      54.      26.703],24,B0033,67,2480,02480.csv,,0.07787221314323793,0.09725649527053785
discharge,[2009.       6.      27.      17.      26.      12.718],24,B0033,68,2481,02481.csv,1.651270876264092,,
charge,[2009.       6.      27.      18.      21.      18.234],24,B0033,69,2482,02482.csv,,,
discharge,[2009.       6.      27.      21.      22.      21.781],24,B0033,70,2483,02483.csv,1.6326559297917211,,
