type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
impedance,[2.0090e+03 2.0000e+00 1.3000e+01 1.9000e+01 3.0000e+00 5.2109e+01],24,B0026,0,4080,04080.csv,,0.0927177470818637,0.1378722191002069
charge,[2.0090e+03 2.0000e+00 1.3000e+01 1.9000e+01 3.5000e+01 3.5093e+01],24,B0026,1,4081,04081.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.3000e+01 2.2000e+01 4.0000e+01 4.5046e+01],24,B0026,2,4082,04082.csv,,0.09120758117267147,0.11624466028643005
discharge,[2.0090e+03 2.0000e+00 1.3000e+01 2.3000e+01 1.2000e+01 2.8078e+01],24,B0026,3,4083,04083.csv,1.8132504303869899,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.0000e+00 2.0000e+00 2.3062e+01],24,B0026,4,4084,04084.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 4.0000e+00 3.0000e+00 3.4578e+01],24,B0026,5,4085,04085.csv,1.8149760087078302,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 5.0000e+00 5.3000e+01 3.0656e+01],24,B0026,6,4086,04086.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 8.0000e+00 5.4000e+01 4.1468e+01],24,B0026,7,4087,04087.csv,1.8135354175561993,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.0000e+01 4.4000e+01 1.1093e+01],24,B0026,8,4088,04088.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.3000e+01 4.5000e+01 2.3546e+01],24,B0026,9,4089,04089.csv,1.815149273310334,,
charge,[2.0090e+03 2.0000e+00 1.4000e+01 1.5000e+01 3.4000e+01 3.5156e+01],24,B0026,10,4090,04090.csv,,,
discharge,[2.0090e+03 2.0000e+00 1.4000e+01 1.8000e+01 3.5000e+01 4.0671e+01],24,B0026,11,4091,04091.csv,1.8142913014068198,,
impedance,[2.0090e+03 2.0000e+00 1.4000e+01 2.0000e+01 2.8000e+01 4.7968e+01],24,B0026,12,4092,04092.csv,,0.0903849200942508,0.12293741459034775
charge,[2.0090e+03 2.0000e+00 1.4000e+01 2.1000e+01 0.0000e+00 3.1546e+01],24,B0026,13,4093,04093.csv,,,
impedance,[2.009e+03 2.000e+00 1.500e+01 0.000e+00 5.000e+00 9.796e+00],24,B0026,14,4094,04094.csv,,0.09016919399025383,0.11019861595863156
discharge,[2.0090e+03 2.0000e+00 1.8000e+01 1.0000e+01 4.8000e+01 5.8156e+01],24,B0026,15,4095,04095.csv,1.3863373424430125,,
impedance,[2.009e+03 2.000e+00 1.800e+01 1.200e+01 4.100e+01 9.765e+00],24,B0026,16,4096,04096.csv,,0.09063718486075122,0.12359070481220745
charge,[2.009e+03 2.000e+00 1.800e+01 1.300e+01 1.200e+01 5.364e+01],24,B0026,17,4097,04097.csv,,,
impedance,[2.0090e+03 2.0000e+00 1.8000e+01 1.6000e+01 1.7000e+01 2.3281e+01],24,B0026,18,4098,04098.csv,,0.09073013455154422,0.11152985344962243
discharge,[2.009e+03 2.000e+00 1.800e+01 1.600e+01 4.900e+01 7.390e+00],24,B0026,19,4099,04099.csv,1.8165277958816064,,
