type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2008.      7.      7.     12.     26.     45.75],24,B0018,0,6353,06353.csv,,,
impedance,[2008.       7.       7.      14.      43.      14.625],24,B0018,1,6354,06354.csv,,0.06515815158455215,0.09555369570022001
discharge,[2008.       7.       7.      15.      15.      28.875],24,B0018,2,6355,06355.csv,1.8550045207910817,,
impedance,[2008.       7.       7.      16.      14.       5.328],24,B0018,3,6356,06356.csv,,0.06319812376707153,0.10229511275627602
charge,[2008.      7.      7.     18.     20.     14.25],24,B0018,4,6357,06357.csv,,,
impedance,[2008.       7.       7.      21.      21.      23.062],24,B0018,5,6358,06358.csv,,0.06269644718508349,0.09161902925465781
discharge,[2008.       7.       7.      21.      53.       6.125],24,B0018,6,6359,06359.csv,1.8431955317089987,,
impedance,[2008.       7.       7.      22.      51.      31.375],24,B0018,7,6360,06360.csv,,0.0626070139256824,0.0946846935443713
charge,[2008.       7.       7.      23.      23.      14.531],24,B0018,8,6361,06361.csv,,,
impedance,[2.0080e+03 7.0000e+00 8.0000e+00 2.0000e+00 2.4000e+01 2.5109e+01],24,B0018,9,6362,06362.csv,,0.06137843058604763,0.09188288246238666
discharge,[2.008e+03 7.000e+00 8.000e+00 2.000e+00 5.600e+01 8.453e+00],24,B0018,10,6363,06363.csv,1.8396018424355423,,
impedance,[2008.       7.       8.       3.      54.      18.812],24,B0018,11,6364,06364.csv,,0.06199882418368678,0.0960700817119328
charge,[2008.       7.       8.       4.      26.       2.109],24,B0018,12,6365,06365.csv,,,
impedance,[2008.       7.       8.       7.      27.      12.593],24,B0018,13,6366,06366.csv,,0.06133724861449716,0.09141202809622342
discharge,[2008.       7.       8.       7.      58.      55.953],24,B0018,14,6367,06367.csv,1.8306736044962053,,
impedance,[2008    7    8    8   57    1],24,B0018,15,6368,06368.csv,,0.06143403300566526,0.09201876447685577
charge,[2008.       7.       8.      15.      56.      37.562],24,B0018,16,6369,06369.csv,,,
discharge,[2008.       7.       8.      18.      57.      48.968],24,B0018,17,6370,06370.csv,1.8327002069419656,,
charge,[2008.       7.       8.      19.      56.       7.281],24,B0018,18,6371,06371.csv,,,
discharge,[2008.       7.       8.      22.      57.      17.203],24,B0018,19,6372,06372.csv,1.8285288846046388,,
charge,[2008.       7.       8.      23.      55.      29.781],24,B0018,20,6373,06373.csv,,,
discharge,[2.0080e+03 7.0000e+00 9.0000e+00 2.0000e+00 5.6000e+01 4.1281e+01],24,B0018,21,6374,06374.csv,1.8212011895697924,,
charge,[2008.       7.       9.       3.      54.      41.859],24,B0018,22,6375,06375.csv,,,
discharge,[2008.       7.       9.       6.      55.      54.875],24,B0018,23,6376,06376.csv,1.8151700106433282,,
charge,[2008.      7.      9.      7.     53.     44.89],24,B0018,24,6377,06377.csv,,,
impedance,[2008.       7.       9.      10.      54.      57.765],24,B0018,25,6378,06378.csv,,0.06246407536667202,0.08784495845315991
discharge,[2008.       7.       9.      11.      26.      41.906],24,B0018,26,6379,06379.csv,1.8042980520967649,,
